question,qtype,source
Do I need to see a doctor for Diphtheria ?,when to contact a medical professional,original
do i need to see a doctor for diphtheria,when to contact a medical professional,colloquial
do i beedd to see a dcctor for diphtheria,when to contact a medical professional,typo
Do I need to see a doctor for Anterior knee pain ?,when to contact a medical professional,original
do i need to see a doctor for anterior knee pain,when to contact a medical professional,colloquial
do i nd to see a docor for nnterior knee pain,when to contact a medical professional,typo
Do I need to see a doctor for Renal vein thrombosis ?,when to contact a medical professional,original
do i need to see a doctor for renal vein thrombosis,when to contact a medical professional,colloquial
do i need to sr a doctor for rena ven thrromosis,when to contact a medical professional,typo
Do I need to see a doctor for Groin pain ?,when to contact a medical professional,original
do i need to see a doctor for groin pain,when to contact a medical professional,colloquial
do i need to see a doctor for griib pain,when to contact a medical professional,typo
Do I need to see a doctor for Tinea versicolor ?,when to contact a medical professional,original
do i need to see a doctor for tinea versicolor,when to contact a medical professional,colloquial
do i beed to sew a dpctor for tinnea versicoor,when to contact a medical professional,typo
Do I need to see a doctor for Juvenile angiofibroma ?,when to contact a medical professional,original
do i need to see a doctor for juvenile angiofibroma,when to contact a medical professional,colloquial
do i eed to see a doctor for juvenile aniofiroma,when to contact a medical professional,typo
Do I need to see a doctor for Help your teen cope with stress ?,when to contact a medical professional,original
do i need to see a doctor for help your teen cope with stress,when to contact a medical professional,colloquial
do i need to see a doctor for help your teeen copee with atress,when to contact a medical professional,typo
Do I need to see a doctor for Lung cancer - small cell ?,when to contact a medical professional,original
do i need to see a doctor for lung cancer - small cell,when to contact a medical professional,colloquial
do i nneed to see a octoor for lunh cancer - small cell,when to contact a medical professional,typo
Do I need to see a doctor for Dermatomyositis ?,when to contact a medical professional,original
do i need to see a doctor for dermatomyositis,when to contact a medical professional,colloquial
do i meed to see a doctor for dermmatomyosiis,when to contact a medical professional,typo
Do I need to see a doctor for Hyperhidrosis ?,when to contact a medical professional,original
do i need to see a doctor for hyperhidrosis,when to contact a medical professional,colloquial
do o need to see a doctor for hyperhideosis,when to contact a medical professional,typo
Do I need to see a doctor for Pancreatic abscess ?,when to contact a medical professional,original
do i need to see a doctor for pancreatic abscess,when to contact a medical professional,colloquial
do i need to see a doctor for ancreatoc abscess,when to contact a medical professional,typo
Do I need to see a doctor for Hand-foot-mouth disease ?,when to contact a medical professional,original
do i need to see a doctor for hand-foot-mouth disease,when to contact a medical professional,colloquial
di i need to see aa doctpr for hand-fooot-mouth disease,when to contact a medical professional,typo
Do I need to see a doctor for Renal papillary necrosis ?,when to contact a medical professional,original
do i need to see a doctor for renal papillary necrosis,when to contact a medical professional,colloquial
do i needd to see a docrr for renal papilary necrosis,when to contact a medical professional,typo
Do I need to see a doctor for Fussy or irritable child ?,when to contact a medical professional,original
do i need to see a doctor for fussy or irritable child,when to contact a medical professional,colloquial
do i erd to see a doctor for fusssy or irrotable child,when to contact a medical professional,typo
Do I need to see a doctor for Hip flexor strain - aftercare ?,when to contact a medical professional,original
do i need to see a doctor for hip flexor strain - aftercare,when to contact a medical professional,colloquial
fo i need to seee a doctor for hio flexor sttrain - aftercare,when to contact a medical professional,typo
Do I need to see a doctor for Paranoid personality disorder ?,when to contact a medical professional,original
do i need to see a doctor for paranoid personality disorder,when to contact a medical professional,colloquial
do i neeed to ee  doctor gor paranoid personality isorder,when to contact a medical professional,typo
Do I need to see a doctor for Facial swelling ?,when to contact a medical professional,original
do i need to see a doctor for facial swelling,when to contact a medical professional,colloquial
do i nerd to see a docor ffo faacial swellinf,when to contact a medical professional,typo
Do I need to see a doctor for Thoracic aortic aneurysm ?,when to contact a medical professional,original
do i need to see a doctor for thoracic aortic aneurysm,when to contact a medical professional,colloquial
do i ned too sser a doctor for thoracic aortic aneurysm,when to contact a medical professional,typo
Do I need to see a doctor for Hammer toe ?,when to contact a medical professional,original
do i need to see a doctor for hammer toe,when to contact a medical professional,colloquial
do i neeed to see a docrot for amner to,when to contact a medical professional,typo
Do I need to see a doctor for Trachoma ?,when to contact a medical professional,original
do i need to see a doctor for trachoma,when to contact a medical professional,colloquial
do i need to see a doctor for trachomaa,when to contact a medical professional,typo
Do I need to see a doctor for Urinary incontinence surgery - female - discharge ?,when to contact a medical professional,original
do i need to see a doctor for urinary incontinence surgery - female - discharge,when to contact a medical professional,colloquial
do i ned to see a soctor for urinary incotinence surgeeryy - fenale - fisscgarge,when to contact a medical professional,typo
Do I need to see a doctor for Conversion disorder ?,when to contact a medical professional,original
do i need to see a doctor for conversion disorder,when to contact a medical professional,colloquial
do i nee to see a dovttor for conversion disorder,when to contact a medical professional,typo
Do I need to see a doctor for Boils ?,when to contact a medical professional,original
do i need to see a doctor for boils,when to contact a medical professional,colloquial
do i need to see a dictor for boils,when to contact a medical professional,typo
Do I need to see a doctor for Neonatal respiratory distress syndrome ?,when to contact a medical professional,original
do i need to see a doctor for neonatal respiratory distress syndrome,when to contact a medical professional,colloquial
do i need to see a doctor foor neonatal resoiratory distress syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Chronic lymphocytic leukemia (CLL) ?,when to contact a medical professional,original
do i need to see a doctor for chronic lymphocytic leukemia (cll),when to contact a medical professional,colloquial
do i eeed to see a soctor fir cheonic lymphocytic leukemmis (cll),when to contact a medical professional,typo
Do I need to see a doctor for Nevoid basal cell carcinoma syndrome ?,when to contact a medical professional,original
do i need to see a doctor for nevoid basal cell carcinoma syndrome,when to contact a medical professional,colloquial
do i eed to see a doctor for nevoid basl cell carcunomma syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Hepatic vein obstruction (Budd-Chiari) ?,when to contact a medical professional,original
do i need to see a doctor for hepatic vein obstruction (budd-chiari),when to contact a medical professional,colloquial
do i newd ti swe  doctor for hepaatic veon obstuction (budd-chiri),when to contact a medical professional,typo
Do I need to see a doctor for Mumps ?,when to contact a medical professional,original
do i need to see a doctor for mumps,when to contact a medical professional,colloquial
do i need to see a doctor for mumps,when to contact a medical professional,typo
Do I need to see a doctor for Short philtrum ?,when to contact a medical professional,original
do i need to see a doctor for short philtrum,when to contact a medical professional,colloquial
do i need t see a doctor for short philtrum,when to contact a medical professional,typo
Do I need to see a doctor for Premature ejaculation ?,when to contact a medical professional,original
do i need to see a doctor for premature ejaculation,when to contact a medical professional,colloquial
o i ned to see a doctor for premature ejaculation,when to contact a medical professional,typo
Do I need to see a doctor for Subareolar abscess ?,when to contact a medical professional,original
do i need to see a doctor for subareolar abscess,when to contact a medical professional,colloquial
do i neef to see q doctor for subarolar abbscess,when to contact a medical professional,typo
Do I need to see a doctor for Brachial plexopathy ?,when to contact a medical professional,original
do i need to see a doctor for brachial plexopathy,when to contact a medical professional,colloquial
do i need to see a foxtor for brachal plexopathy,when to contact a medical professional,typo
Do I need to see a doctor for Nystagmus ?,when to contact a medical professional,original
do i need to see a doctor for nystagmus,when to contact a medical professional,colloquial
do i ned to seee a dotor for nystaagmyss,when to contact a medical professional,typo
Do I need to see a doctor for Hypervitaminosis A ?,when to contact a medical professional,original
do i need to see a doctor for hypervitaminosis a,when to contact a medical professional,colloquial
do i need to see a doctor for hyervitaminosis a,when to contact a medical professional,typo
Do I need to see a doctor for How to avoid exercise injuries ?,when to contact a medical professional,original
do i need to see a doctor for how to avoid exercise injuries,when to contact a medical professional,colloquial
do i neeed to see a doctor fot how to avois exercise injuries,when to contact a medical professional,typo
Do I need to see a doctor for Brain tumor - primary - adults ?,when to contact a medical professional,original
do i need to see a doctor for brain tumor - primary - adults,when to contact a medical professional,colloquial
do i nee to see a docyoor for braiin tumo - primaru - aduls,when to contact a medical professional,typo
Do I need to see a doctor for Glossitis ?,when to contact a medical professional,original
do i need to see a doctor for glossitis,when to contact a medical professional,colloquial
do i ned to see a dctr for glossitis,when to contact a medical professional,typo
Do I need to see a doctor for Ear tag ?,when to contact a medical professional,original
do i need to see a doctor for ear tag,when to contact a medical professional,colloquial
do i need o see a doctor for ear tag,when to contact a medical professional,typo
Do I need to see a doctor for Peritonitis - secondary ?,when to contact a medical professional,original
do i need to see a doctor for peritonitis - secondary,when to contact a medical professional,colloquial
do i need to see a doctor for peritonittis - ssecondary,when to contact a medical professional,typo
Do I need to see a doctor for Salivary gland infections ?,when to contact a medical professional,original
do i need to see a doctor for salivary gland infections,when to contact a medical professional,colloquial
do i need to se a doctor for salivary gland infections,when to contact a medical professional,typo
Do I need to see a doctor for Hydrocele ?,when to contact a medical professional,original
do i need to see a doctor for hydrocele,when to contact a medical professional,colloquial
do i beed to se a foctor for hydrocele,when to contact a medical professional,typo
Do I need to see a doctor for Membranoproliferative glomerulonephritis ?,when to contact a medical professional,original
do i need to see a doctor for membranoproliferative glomerulonephritis,when to contact a medical professional,colloquial
do i nneed to sre a foctor fo membranoproliifeative glonerulonephritis,when to contact a medical professional,typo
Do I need to see a doctor for Breath odor ?,when to contact a medical professional,original
do i need to see a doctor for breath odor,when to contact a medical professional,colloquial
do i newd to see a doctor for beeeath dor,when to contact a medical professional,typo
Do I need to see a doctor for Ureterocele ?,when to contact a medical professional,original
do i need to see a doctor for ureterocele,when to contact a medical professional,colloquial
do i need to see a doctor for ureteerocele,when to contact a medical professional,typo
Do I need to see a doctor for Disorder of written expression ?,when to contact a medical professional,original
do i need to see a doctor for disorder of written expression,when to contact a medical professional,colloquial
do i need to see a docoe for disorder of written expression,when to contact a medical professional,typo
Do I need to see a doctor for Neonatal sepsis ?,when to contact a medical professional,original
do i need to see a doctor for neonatal sepsis,when to contact a medical professional,colloquial
do o meed to see a doctor for neonatal sepis,when to contact a medical professional,typo
Do I need to see a doctor for Pulmonary edema ?,when to contact a medical professional,original
do i need to see a doctor for pulmonary edema,when to contact a medical professional,colloquial
do i need too see a doctor for pulmonary edema,when to contact a medical professional,typo
Do I need to see a doctor for Rib fracture - aftercare ?,when to contact a medical professional,original
do i need to see a doctor for rib fracture - aftercare,when to contact a medical professional,colloquial
do i need to see a docttor for rrib facture - aftercare,when to contact a medical professional,typo
Do I need to see a doctor for Leg amputation - discharge ?,when to contact a medical professional,original
do i need to see a doctor for leg amputation - discharge,when to contact a medical professional,colloquial
soo i ee to see a doctor for leg amputation - discchqrge,when to contact a medical professional,typo
Do I need to see a doctor for Acanthosis nigricans ?,when to contact a medical professional,original
do i need to see a doctor for acanthosis nigricans,when to contact a medical professional,colloquial
do o nee to see a docyor for acantosos nigricans,when to contact a medical professional,typo
Do I need to see a doctor for Reye syndrome ?,when to contact a medical professional,original
do i need to see a doctor for reye syndrome,when to contact a medical professional,colloquial
do i needd to seee a doctor for teye syndrme,when to contact a medical professional,typo
Do I need to see a doctor for Chickenpox ?,when to contact a medical professional,original
do i need to see a doctor for chickenpox,when to contact a medical professional,colloquial
o i need to see a doctr for chickenpox,when to contact a medical professional,typo
Do I need to see a doctor for Pelvic inflammatory disease (PID) - aftercare ?,when to contact a medical professional,original
do i need to see a doctor for pelvic inflammatory disease (pid) - aftercare,when to contact a medical professional,colloquial
do i need to ssee a dooctor for pelvic iflamnatory diisease (pid) - aftercar,when to contact a medical professional,typo
Do I need to see a doctor for Food allergy ?,when to contact a medical professional,original
do i need to see a doctor for food allergy,when to contact a medical professional,colloquial
d i nneed to see a doxtor for food allerggy,when to contact a medical professional,typo
Do I need to see a doctor for Gastroesophageal reflux in infants ?,when to contact a medical professional,original
do i need to see a doctor for gastroesophageal reflux in infants,when to contact a medical professional,colloquial
do i need tp see a doctor or gastroesopphageeal reflux in infants,when to contact a medical professional,typo
Do I need to see a doctor for Lump in the abdomen ?,when to contact a medical professional,original
do i need to see a doctor for lump in the abdomen,when to contact a medical professional,colloquial
do i need ro see a doxtor for lump in the abdomeb,when to contact a medical professional,typo
Do I need to see a doctor for Absent pulmonary valve ?,when to contact a medical professional,original
do i need to see a doctor for absent pulmonary valve,when to contact a medical professional,colloquial
d i need to seee a doctor for absennt pullmonary valve,when to contact a medical professional,typo
Do I need to see a doctor for Apraxia ?,when to contact a medical professional,original
do i need to see a doctor for apraxia,when to contact a medical professional,colloquial
do i need to see a doccror for aoraxia,when to contact a medical professional,typo
Do I need to see a doctor for Fibromyalgia ?,when to contact a medical professional,original
do i need to see a doctor for fibromyalgia,when to contact a medical professional,colloquial
do i nred too see  dootor for fiibromyalgi,when to contact a medical professional,typo
Do I need to see a doctor for Liver metastases ?,when to contact a medical professional,original
do i need to see a doctor for liver metastases,when to contact a medical professional,colloquial
do i need t see a dotr for luver metastases,when to contact a medical professional,typo
Do I need to see a doctor for Frequent or urgent urination ?,when to contact a medical professional,original
do i need to see a doctor for frequent or urgent urination,when to contact a medical professional,colloquial
do u need to see a doctor for frequentt or urrgent urination,when to contact a medical professional,typo
Do I need to see a doctor for Foot sprain - aftercare ?,when to contact a medical professional,original
do i need to see a doctor for foot sprain - aftercare,when to contact a medical professional,colloquial
do i need to see a doctor for foot sprain - aftercare,when to contact a medical professional,typo
Do I need to see a doctor for Acute cytomegalovirus (CMV) infection ?,when to contact a medical professional,original
do i need to see a doctor for acute cytomegalovirus (cmv) infection,when to contact a medical professional,colloquial
do i need to see a doctor for acute cytmegallooviruss (ccmv) infection,when to contact a medical professional,typo
Do I need to see a doctor for Prolactinoma ?,when to contact a medical professional,original
do i need to see a doctor for prolactinoma,when to contact a medical professional,colloquial
do i need to see a doctor for prolactinom,when to contact a medical professional,typo
Do I need to see a doctor for Graves disease ?,when to contact a medical professional,original
do i need to see a doctor for graves disease,when to contact a medical professional,colloquial
do i ner to see a doctor for graves disease,when to contact a medical professional,typo
Do I need to see a doctor for Lesch-Nyhan syndrome ?,when to contact a medical professional,original
do i need to see a doctor for lesch-nyhan syndrome,when to contact a medical professional,colloquial
do i neee o see a doctor fforr lesch-nyhan syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Pulmonary valve stenosis ?,when to contact a medical professional,original
do i need to see a doctor for pulmonary valve stenosis,when to contact a medical professional,colloquial
so i need to see a ddctor for pulmonary valve stenosis,when to contact a medical professional,typo
Do I need to see a doctor for Breast lump ?,when to contact a medical professional,original
do i need to see a doctor for breast lump,when to contact a medical professional,colloquial
do i nee t ssee a doctor ffor breast lump,when to contact a medical professional,typo
Do I need to see a doctor for Increased head circumference ?,when to contact a medical professional,original
do i need to see a doctor for increased head circumference,when to contact a medical professional,colloquial
do ii need to see a ddocttor for increased head vircumference,when to contact a medical professional,typo
Do I need to see a doctor for Chylomicronemia syndrome ?,when to contact a medical professional,original
do i need to see a doctor for chylomicronemia syndrome,when to contact a medical professional,colloquial
do i need to see q doctor for chylmicronemia syndroe,when to contact a medical professional,typo
Do I need to see a doctor for Raynaud phenomenon ?,when to contact a medical professional,original
do i need to see a doctor for raynaud phenomenon,when to contact a medical professional,colloquial
do i need to see aa dpctor for raynad henomenon,when to contact a medical professional,typo
Do I need to see a doctor for Testicle pain ?,when to contact a medical professional,original
do i need to see a doctor for testicle pain,when to contact a medical professional,colloquial
do i need to see a foctr for testicle paain,when to contact a medical professional,typo
Do I need to see a doctor for Glucose-6-phosphate dehydrogenase deficiency ?,when to contact a medical professional,original
do i need to see a doctor for glucose-6-phosphate dehydrogenase deficiency,when to contact a medical professional,colloquial
doo i eed too see a doctor for glicose-6-phossphate dehydrogenase deficiecy,when to contact a medical professional,typo
Do I need to see a doctor for Separation anxiety in children ?,when to contact a medical professional,original
do i need to see a doctor for separation anxiety in children,when to contact a medical professional,colloquial
do i need to ee a doctor for separattion anxiietu im children,when to contact a medical professional,typo
Do I need to see a doctor for Torticollis ?,when to contact a medical professional,original
do i need to see a doctor for torticollis,when to contact a medical professional,colloquial
do  need to see a doctor foe trticollis,when to contact a medical professional,typo
Do I need to see a doctor for Stools - pale or clay-colored ?,when to contact a medical professional,original
do i need to see a doctor for stools - pale or clay-colored,when to contact a medical professional,colloquial
do i new to see a ddoctor for stios - pale or clay-colored,when to contact a medical professional,typo
Do I need to see a doctor for Charcot-Marie-Tooth disease ?,when to contact a medical professional,original
do i need to see a doctor for charcot-marie-tooth disease,when to contact a medical professional,colloquial
do i need yo see  doctor for charcot-marie-tooth diseasw,when to contact a medical professional,typo
Do I need to see a doctor for Muscle twitching ?,when to contact a medical professional,original
do i need to see a doctor for muscle twitching,when to contact a medical professional,colloquial
do i need to see a doctorr fo muvle twitching,when to contact a medical professional,typo
Do I need to see a doctor for Treacher Collins syndrome ?,when to contact a medical professional,original
do i need to see a doctor for treacher collins syndrome,when to contact a medical professional,colloquial
dp i need to see a docttor for treacher collons syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Gonococcal arthritis ?,when to contact a medical professional,original
do i need to see a doctor for gonococcal arthritis,when to contact a medical professional,colloquial
do i nnee to seee a doctor for gonoccccal aarthritis,when to contact a medical professional,typo
Do I need to see a doctor for Intussusception - children ?,when to contact a medical professional,original
do i need to see a doctor for intussusception - children,when to contact a medical professional,colloquial
d i need to see a doctor for intussusception - children,when to contact a medical professional,typo
Do I need to see a doctor for Hyperelastic skin ?,when to contact a medical professional,original
do i need to see a doctor for hyperelastic skin,when to contact a medical professional,colloquial
do i need to se a doctor ffr hyoerlastic slin,when to contact a medical professional,typo
Do I need to see a doctor for Pyogenic granuloma ?,when to contact a medical professional,original
do i need to see a doctor for pyogenic granuloma,when to contact a medical professional,colloquial
do i nee too sre a dooctor for pyogenic granulona,when to contact a medical professional,typo
Do I need to see a doctor for Low potassium level ?,when to contact a medical professional,original
do i need to see a doctor for low potassium level,when to contact a medical professional,colloquial
do u nwed to see aa docto for low potasium evel,when to contact a medical professional,typo
Do I need to see a doctor for Thyroid storm ?,when to contact a medical professional,original
do i need to see a doctor for thyroid storm,when to contact a medical professional,colloquial
do i nee to see a doctor for thyroid storm,when to contact a medical professional,typo
Do I need to see a doctor for High blood pressure and eye disease ?,when to contact a medical professional,original
do i need to see a doctor for high blood pressure and eye disease,when to contact a medical professional,colloquial
do i need to see a doctor fo high nlood pressure and eye disease,when to contact a medical professional,typo
Do I need to see a doctor for Meckel's diverticulum ?,when to contact a medical professional,original
do i need to see a doctor for meckel's diverticulum,when to contact a medical professional,colloquial
do i bed to see a doctor dor meckel's diverticulum,when to contact a medical professional,typo
Do I need to see a doctor for Spinal muscular atrophy ?,when to contact a medical professional,original
do i need to see a doctor for spinal muscular atrophy,when to contact a medical professional,colloquial
do i need to see a doctor fo spinal muscilar atrppy,when to contact a medical professional,typo
Do I need to see a doctor for Pellagra ?,when to contact a medical professional,original
do i need to see a doctor for pellagra,when to contact a medical professional,colloquial
ddo i need to see a doctor fpr pellqgra,when to contact a medical professional,typo
Do I need to see a doctor for Plague ?,when to contact a medical professional,original
do i need to see a doctor for plague,when to contact a medical professional,colloquial
o i need to see q doctor for plage,when to contact a medical professional,typo
Do I need to see a doctor for Ellis-van Creveld syndrome ?,when to contact a medical professional,original
do i need to see a doctor for ellis-van creveld syndrome,when to contact a medical professional,colloquial
do ii needd to see aa doctor for ellis-van crevld syndrome,when to contact a medical professional,typo
Do I need to see a doctor for Abdominal aortic aneurysm ?,when to contact a medical professional,original
do i need to see a doctor for abdominal aortic aneurysm,when to contact a medical professional,colloquial
do i ned to see a dpctor for abdomiinak aortic aneurysn,when to contact a medical professional,typo
Do I need to see a doctor for Gestational diabetes - self-care ?,when to contact a medical professional,original
do i need to see a doctor for gestational diabetes - self-care,when to contact a medical professional,colloquial
so i need tp see  doctor for gestational diabetes - self-care,when to contact a medical professional,typo
Do I need to see a doctor for Acute adrenal crisis ?,when to contact a medical professional,original
do i need to see a doctor for acute adrenal crisis,when to contact a medical professional,colloquial
do o nneed to se a dotor for acute adrenal crisis,when to contact a medical professional,typo
Do I need to see a doctor for Cardiac amyloidosis ?,when to contact a medical professional,original
do i need to see a doctor for cardiac amyloidosis,when to contact a medical professional,colloquial
do i need to see a doctor for cardoac amyloidosis,when to contact a medical professional,typo
Do I need to see a doctor for Major depression ?,when to contact a medical professional,original
do i need to see a doctor for major depression,when to contact a medical professional,colloquial
do i need to ser a doctor for major depresssion,when to contact a medical professional,typo
Do I need to see a doctor for Point tenderness - abdomen ?,when to contact a medical professional,original
do i need to see a doctor for point tenderness - abdomen,when to contact a medical professional,colloquial
do i need to se a ddocor for point tenfeeness - abdomen,when to contact a medical professional,typo
Do I need to see a doctor for Cystic hygroma ?,when to contact a medical professional,original
do i need to see a doctor for cystic hygroma,when to contact a medical professional,colloquial
do i neef too see q doctor foe cyystic hygromaa,when to contact a medical professional,typo
Do I need to see a doctor for Breast infection ?,when to contact a medical professional,original
do i need to see a doctor for breast infection,when to contact a medical professional,colloquial
do i need to se a doctor for breast infection,when to contact a medical professional,typo
Do I need to see a doctor for Epidural hematoma ?,when to contact a medical professional,original
do i need to see a doctor for epidural hematoma,when to contact a medical professional,colloquial
do i meed to see a doctor for epidural gematoma,when to contact a medical professional,typo
Do I need to see a doctor for Intestinal or bowel obstruction - discharge ?,when to contact a medical professional,original
do i need to see a doctor for intestinal or bowel obstruction - discharge,when to contact a medical professional,colloquial
do i need to see a doctor for intesttinal or biwel obstructoon - discharge,when to contact a medical professional,typo
Do I need to see a doctor for Attention deficit hyperactivity disorder ?,when to contact a medical professional,original
do i need to see a doctor for attention deficit hyperactivity disorder,when to contact a medical professional,colloquial
do o need ti see a dovtor for atteention degicit hyperactivity disorder,when to contact a medical professional,typo
Do I need to see a doctor for Anti-reflux surgery - discharge ?,when to contact a medical professional,original
do i need to see a doctor for anti-reflux surgery - discharge,when to contact a medical professional,colloquial
do i neeed to sre a doctor foor anti-refllux sutgery - disharge,when to contact a medical professional,typo
Do I need to see a doctor for Schizotypal personality disorder ?,when to contact a medical professional,original
do i need to see a doctor for schizotypal personality disorder,when to contact a medical professional,colloquial
do i ned to ssee a doctor for schizottpal personality disorder,when to contact a medical professional,typo
Do I need to see a doctor for Ulcerative colitis ?,when to contact a medical professional,original
do i need to see a doctor for ulcerative colitis,when to contact a medical professional,colloquial
d i eed to see a doctor fpr ucerativee coolitiis,when to contact a medical professional,typo
Do I need to see a doctor for Joint pain ?,when to contact a medical professional,original
do i need to see a doctor for joint pain,when to contact a medical professional,colloquial
do i nwed to see a doctor for joint pain,when to contact a medical professional,typo
Do I need to see a doctor for Renal cell carcinoma ?,when to contact a medical professional,original
do i need to see a doctor for renal cell carcinoma,when to contact a medical professional,colloquial
do i ned to sre a doctor for renal cell carcinoma,when to contact a medical professional,typo
Do I need to see a doctor for Intraventricular hemorrhage of the newborn ?,when to contact a medical professional,original
do i need to see a doctor for intraventricular hemorrhage of the newborn,when to contact a medical professional,colloquial
doo i need to see  doctor for intraventriullar hemorrhage of the newborn,when to contact a medical professional,typo
Do I need to see a doctor for Limb-girdle muscular dystrophies ?,when to contact a medical professional,original
do i need to see a doctor for limb-girdle muscular dystrophies,when to contact a medical professional,colloquial
o i need to seee a doctoor for limb-giirrdle muscuular dystropiws,when to contact a medical professional,typo
Do I need to see a doctor for Tinea capitis ?,when to contact a medical professional,original
do i need to see a doctor for tinea capitis,when to contact a medical professional,colloquial
ddo i nees to see q doctor for tinea capitis,when to contact a medical professional,typo
Do I need to see a doctor for Chronic obstructive pulmonary disease - adults - discharge ?,when to contact a medical professional,original
do i need to see a doctor for chronic obstructive pulmonary disease - adults - discharge,when to contact a medical professional,colloquial
do u need to see a dotor for chronic obtructive pulmonaary disease - adultss - discharge,when to contact a medical professional,typo
Do I need to see a doctor for Uterine sarcoma ?,when to contact a medical professional,original
do i need to see a doctor for uterine sarcoma,when to contact a medical professional,colloquial
do i need to see a doctor for uterne sarccoma,when to contact a medical professional,typo
Do I need to see a doctor for Insect bites and stings ?,when to contact a medical professional,original
do i need to see a doctor for insect bites and stings,when to contact a medical professional,colloquial
do i need to see a docctor for onsect bies and sings,when to contact a medical professional,typo
Do I need to see a doctor for Bartter syndrome ?,when to contact a medical professional,original
do i need to see a doctor for bartter syndrome,when to contact a medical professional,colloquial
do i need to see a doctor for bartter sndrrome,when to contact a medical professional,typo
Do I need to see a doctor for Chronic granulomatous disease ?,when to contact a medical professional,original
do i need to see a doctor for chronic granulomatous disease,when to contact a medical professional,colloquial
do i need t see a doctor for vhronic granulomatous disease,when to contact a medical professional,typo
Do I need to see a doctor for Uveitis ?,when to contact a medical professional,original
do i need to see a doctor for uveitis,when to contact a medical professional,colloquial
do i need to ee a doctir ffor uveitis,when to contact a medical professional,typo
Do I need to see a doctor for Myelomeningocele ?,when to contact a medical professional,original
do i need to see a doctor for myelomeningocele,when to contact a medical professional,colloquial
do i need to see a doctor fr myelomeningocele,when to contact a medical professional,typo
Do I need to see a doctor for Hand or foot spasms ?,when to contact a medical professional,original
do i need to see a doctor for hand or foot spasms,when to contact a medical professional,colloquial
do i need to see a doctoor for hand or foot spasms,when to contact a medical professional,typo
Do I need to see a doctor for Pyogenic liver abscess ?,when to contact a medical professional,original
do i need to see a doctor for pyogenic liver abscess,when to contact a medical professional,colloquial
d i need to sre a doctot for pyogenic liver abscesss,when to contact a medical professional,typo
Do I need to see a doctor for Esophageal stricture - benign ?,when to contact a medical professional,original
do i need to see a doctor for esophageal stricture - benign,when to contact a medical professional,colloquial
do i ned o see a ddocor dor esophaggea stricture - benign,when to contact a medical professional,typo
Do I need to see a doctor for Fuchs dystrophy ?,when to contact a medical professional,original
do i need to see a doctor for fuchs dystrophy,when to contact a medical professional,colloquial
do i need to see aa dotoor for fuchs dystrpphhy,when to contact a medical professional,typo
Do I need to see a doctor for Living with endometriosis ?,when to contact a medical professional,original
do i need to see a doctor for living with endometriosis,when to contact a medical professional,colloquial
do i eed o ee a docctor for living wutj endometriosis,when to contact a medical professional,typo
Do I need to see a doctor for Alcohol withdrawal ?,when to contact a medical professional,original
do i need to see a doctor for alcohol withdrawal,when to contact a medical professional,colloquial
ddo  need to se a docttor for alcoohol withrawal,when to contact a medical professional,typo
Do I need to see a doctor for Hemolytic-uremic syndrome ?,when to contact a medical professional,original
do i need to see a doctor for hemolytic-uremic syndrome,when to contact a medical professional,colloquial
do i neeedd to see a doctor for hemollytic-uremic syndromme,when to contact a medical professional,typo
Do I need to see a doctor for Abdominal bloating ?,when to contact a medical professional,original
do i need to see a doctor for abdominal bloating,when to contact a medical professional,colloquial
do i need to see a doctor for abdoomibal bloaing,when to contact a medical professional,typo
Do I need to see a doctor for Breathing difficulty - lying down ?,when to contact a medical professional,original
do i need to see a doctor for breathing difficulty - lying down,when to contact a medical professional,colloquial
do i need to ee  doctor fr reathingg diffgiculty - lyying down,when to contact a medical professional,typo
Do I need to see a doctor for Neck lump ?,when to contact a medical professional,original
do i need to see a doctor for neck lump,when to contact a medical professional,colloquial
o i need to see a doctoor for neck lump,when to contact a medical professional,typo
Do I need to see a doctor for Creutzfeldt-Jakob disease ?,when to contact a medical professional,original
do i need to see a doctor for creutzfeldt-jakob disease,when to contact a medical professional,colloquial
do i need to see a docto or creuttxfwldt-jaob disease,when to contact a medical professional,typo
Do I need to see a doctor for Astigmatism ?,when to contact a medical professional,original
do i need to see a doctor for astigmatism,when to contact a medical professional,colloquial
do i nwed to see a doctor for adtigmatism,when to contact a medical professional,typo
Do I need to see a doctor for Pinna abnormalities and low-set ears ?,when to contact a medical professional,original
do i need to see a doctor for pinna abnormalities and low-set ears,when to contact a medical professional,colloquial
do i meed to see a doctor for pinna abnoemalities and low-set ears,when to contact a medical professional,typo
Do I need to see a doctor for Eye burning - itching and discharge ?,when to contact a medical professional,original
do i need to see a doctor for eye burning - itching and discharge,when to contact a medical professional,colloquial
dp i need to see a doctor foot eye burning - itching and discharge,when to contact a medical professional,typo
Do I need to see a doctor for Allergic rhinitis - self-care ?,when to contact a medical professional,original
do i need to see a doctor for allergic rhinitis - self-care,when to contact a medical professional,colloquial
do i need to see a doctor fr allergic rhinitis - self-care,when to contact a medical professional,typo
Do I need to see a doctor for Q fever ?,when to contact a medical professional,original
do i need to see a doctor for q fever,when to contact a medical professional,colloquial
o i need to see a doctor for q feverr,when to contact a medical professional,typo
