question,qtype,source
What are the treatments for Aortic stenosis ?,treatment and outlook,original
When can I expect to start feeling an improvement?,treatment and outlook,llm_generated
"Will I be able to go back to work soon, or will it take ages?",treatment and outlook,llm_generated
"What's the best way to treat a burn, I spilled coffee on my hand",treatment and outlook,llm_generated
"What's the best wy to ttreat a urn, I spiked coffee on my habd",treatment and outlook,typo
What are the treatments for Pfeiffer syndrome ?,treatment and outlook,original
Do I need to have an operation or can it be treated with medication alone?,treatment and outlook,llm_generated
Will the treatment involve going under anaesthetic or just taking some tablets?,treatment and outlook,llm_generated
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
Will the treatment ibvolvee going under anaestheic or just taking some tablets?,treatment and outlook,typo
What are the treatments for celiac disease ?,treatment and outlook,original
"What's the best way to treat a sprain, I've twisted my ankle",treatment and outlook,llm_generated
"I've been diagnosed with sciatica, what are my treatment options",treatment and outlook,llm_generated
Will I be completely fine and healthy in the end?,treatment and outlook,llm_generated
"I've been diagnosed with sciatica, whay are my treatmenntt options",treatment and outlook,typo
What are the treatments for Multifocal choroiditis ?,treatment and outlook,original
I'm worried that my condition will affect my career,treatment and outlook,llm_generated
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
"I've got a water infection, what antibiotics can I take to clear it up?",treatment and outlook,llm_generated
"I've got a water infection, what antibiotics can I take to clear i up?",treatment and outlook,typo
What are the treatments for Potocki-Shaffer syndrome ?,treatment and outlook,original
I'm trying to stay positive but it's hard when I don't know what to expect,treatment and outlook,llm_generated
How long do people usually take to get over this sort of thing?,treatment and outlook,llm_generated
"I've got a ingrown toenail and it's really painful, what can I do",treatment and outlook,llm_generated
I'm trying to stay positive buy it'd haard wn I don't know what to expect,treatment and outlook,typo
What are the treatments for Bladder outlet obstruction ?,treatment and outlook,original
Will it come back again once it’s cleared up?,treatment and outlook,llm_generated
"Will I be able to go back to work soon, or will it take ages?",treatment and outlook,llm_generated
"I've got a fungal infection in my ear, how do I get rid of it",treatment and outlook,llm_generated
"I've got a fuungal infection in my ar, how do I get rid of it",treatment and outlook,typo
What are the treatments for Omenn syndrome ?,treatment and outlook,original
How do I get rid of these migraines for good,treatment and outlook,llm_generated
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
I've been told I need surgery but what's the outlook after that,treatment and outlook,llm_generated
How do I get ridd of esse migraines for good,treatment and outlook,typo
What are the treatments for galactosialidosis ?,treatment and outlook,original
I'm worried that my condition will affect my career,treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
Is this a lifelong condition or just a temporary thing?,treatment and outlook,llm_generated
u'm eorried that y conditiion qill affect my career,treatment and outlook,typo
What are the treatments for dilated cardiomyopathy with ataxia syndrome ?,treatment and outlook,original
What can I do to get rid of a persistent cough,treatment and outlook,llm_generated
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
What can I so to get rid of a persisrent ough,treatment and outlook,typo
What are the treatments for amyotrophic lateral sclerosis ?,treatment and outlook,original
Will I need to have an operation or can the condition be treated with medication?,treatment and outlook,llm_generated
I'm worried that my condition will affect my relationships,treatment and outlook,llm_generated
Is this thing just going to get worse over time?,treatment and outlook,llm_generated
I'm woorried tat my ccondition wil affect my relationshhios,treatment and outlook,typo
What are the treatments for Spinal Cord Infarction ?,treatment and outlook,original
How can I treat a minor eye injury,treatment and outlook,llm_generated
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
"I've got a vaginal discharge, what can I do to get rid of it",treatment and outlook,llm_generated
How ccan I treat a minor eye injiry,treatment and outlook,typo
What are the treatments for Cocaine withdrawal ?,treatment and outlook,original
"I've got a painful bump on my head, what can I do to get rid of it",treatment and outlook,llm_generated
"What's the best way to treat a mouth ulcer, I've got one and it's really painful",treatment and outlook,llm_generated
What are the chances of a good outcome from all this?,treatment and outlook,llm_generated
What are the chamces f s good outcome from all ths?,treatment and outlook,typo
What are the treatments for Pudendal Neuralgia ?,treatment and outlook,original
"I've got a sinus infection, how can I treat it",treatment and outlook,llm_generated
Will I be on medication for it or is it a surgical thing?,treatment and outlook,llm_generated
"I've got a yeast infection, what's the best cream to use?",treatment and outlook,llm_generated
"I've got a sinus infexrion, how can I treat itt",treatment and outlook,typo
What are the treatments for hereditary neuropathy with liability to pressure palsies ?,treatment and outlook,original
"I've got a UTI, what can I take to get rid of the infection?",treatment and outlook,llm_generated
"What's the prognosis, please?",treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
Will I be able to do all the things I used to do before?,treatment and outlook,typo
What are the treatments for Aplastic Anemia ?,treatment and outlook,original
Is there a risk of this condition recurring later?,treatment and outlook,llm_generated
Is the treatment just pills or do I need to go under the knife?,treatment and outlook,llm_generated
"What can I take for a sore throat, I've got a meeting at work and I don't want to lose my voice",treatment and outlook,llm_generated
Is there a risk of this conndditiion recurring later?,treatment and outlook,typo
What are the treatments for Fahr's Syndrome ?,treatment and outlook,original
"What can I take for a sore throat, I've got a meeting at work and I don't want to lose my voice",treatment and outlook,llm_generated
Do you think I'll need an operation or can I just have some tablets?,treatment and outlook,llm_generated
I just want to know if I'll be able to get back to my old self,treatment and outlook,llm_generated
"Whhat can I tke for a sre throat, I've got a meting at work and I don't wsnt to lose my voice",treatment and outlook,typo
What are the treatments for Celiac disease - sprue ?,treatment and outlook,original
Do I need to have surgery or can I just take some medication?,treatment and outlook,llm_generated
What can I do to manage my menopause symptoms,treatment and outlook,llm_generated
"I've got a skin tag that's getting on my nerves, can I remove it myself",treatment and outlook,llm_generated
What cann I do to manage my menopause symptoms,treatment and outlook,typo
What are the treatments for 3-M syndrome ?,treatment and outlook,original
"I've got a fungal infection in my ear, how do I get rid of it",treatment and outlook,llm_generated
Do you think I'll need an operation or can I just have some tablets?,treatment and outlook,llm_generated
Is there a risk of this condition recurring later?,treatment and outlook,llm_generated
Do you think I'kl ned an operaton or can  kust have some tabletts?,treatment and outlook,typo
What are the treatments for citrullinemia ?,treatment and outlook,original
"Can I get treatment for anxiety, I've been feeling really overwhelmed",treatment and outlook,llm_generated
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
Is there a risk of this condition recurring later?,treatment and outlook,llm_generated
"Can I get treatment for anxiety, I've been feeliing really ovewhelmed",treatment and outlook,typo
What are the treatments for Vertebrobasilar circulatory disorders ?,treatment and outlook,original
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
Will it come back again once it’s cleared up?,treatment and outlook,llm_generated
"How do you treat eczema, my daughter's got a flare up",treatment and outlook,llm_generated
"I've got a mole that's chanhed shape, what should I do about it?",treatment and outlook,typo
What are the treatments for Thyroglossal tract cyst ?,treatment and outlook,original
How long will it take for me to start feeling better,treatment and outlook,llm_generated
What are the chances of a good outcome from all this?,treatment and outlook,llm_generated
"What's the best way to treat a burn, I spilled coffee on my hand",treatment and outlook,llm_generated
"Wht's th best way to treat a burn, I spilled cofgee on my hnd",treatment and outlook,typo
What are the treatments for Hemangioma ?,treatment and outlook,original
How long will it take for me to start feeling better,treatment and outlook,llm_generated
"Can you recommend anything for treating migraines, I get them all the time",treatment and outlook,llm_generated
Can you tell me how to treat a minor burn,treatment and outlook,llm_generated
How long wukl it take fr me to start ffeeling better,treatment and outlook,typo
What are the treatments for Pyruvate kinase deficiency ?,treatment and outlook,original
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
Can you tell me if there's a chance that my condition could get better,treatment and outlook,llm_generated
How long do people usually take to get over this sort of thing?,treatment and outlook,llm_generated
"I've been putting off ggoing to the detist but I've got a toothache, wwhat cn I do",treatment and outlook,typo
What are the treatments for Dubin-Johnson syndrome ?,treatment and outlook,original
Am I going to be okay in the long run?,treatment and outlook,llm_generated
Can it be treated with just medication or is an operation necessary?,treatment and outlook,llm_generated
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
Am u going to bee okay in the long run?,treatment and outlook,typo
What are the treatments for Tarsal tunnel syndrome ?,treatment and outlook,original
Will this ever clear up properly or am I stuck with it?,treatment and outlook,llm_generated
What are the chances of my condition progressing,treatment and outlook,llm_generated
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
Will this ever clear up properly oor am I stuck with it?,treatment and outlook,typo
What are the treatments for intrahepatic cholestasis of pregnancy ?,treatment and outlook,original
"How do you treat a pulled muscle, I was playing football and I think I've done something",treatment and outlook,llm_generated
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
"I've been told I've got a hernia, what are my options",treatment and outlook,llm_generated
II've heard that some people make a full recovery nut is that really possubble,treatment and outlook,typo
What are the treatments for Antiphospholipid Antibody Syndrome ?,treatment and outlook,original
Can the condition be managed with just medication or does it require surgery?,treatment and outlook,llm_generated
What are my chances of making a full recovery from this,treatment and outlook,llm_generated
How do I get rid of these migraines for good,treatment and outlook,llm_generated
How do I geet rid of these migraines forr good,treatment and outlook,typo
What are the treatments for ornithine translocase deficiency ?,treatment and outlook,original
How will my condition affect my mental health in the long term,treatment and outlook,llm_generated
"How do you treat a sinus infection, I've got a headache and it won't go away",treatment and outlook,llm_generated
I'm worried that my condition will affect my career,treatment and outlook,llm_generated
I'm worried that my cbsition will affevt my career,treatment and outlook,typo
What are the treatments for Developmental coordination disorder ?,treatment and outlook,original
How long does it take to fully recover from something like this,treatment and outlook,llm_generated
"I've got a trapped nerve, how can I relieve the pain",treatment and outlook,llm_generated
"I've been diagnosed with hypothyroidism, what's the treatment for that?",treatment and outlook,llm_generated
"I've een diagbose with hpothtooidism, what's the treatment gor tgay?",treatment and outlook,typo
What are the treatments for Mal de debarquement ?,treatment and outlook,original
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
Will I regain full function and strength?,treatment and outlook,llm_generated
Do you reckon I'll need surgery or can I just take some medication and be done with it?,treatment and outlook,llm_generated
Will I regain full functiob and sstrenth?,treatment and outlook,typo
What are the treatments for fragile X-associated tremor/ataxia syndrome ?,treatment and outlook,original
How long do people usually take to get over this sort of thing?,treatment and outlook,llm_generated
"I've been told I've got high blood pressure, what treatment do I need?",treatment and outlook,llm_generated
"I've got a vaginal discharge, what can I do to get rid of it",treatment and outlook,llm_generated
"I'be been toold I've ggot high blood pressree, what tratnentt d I need?",treatment and outlook,typo
What are the treatments for Aquagenic pruritus ?,treatment and outlook,original
How long does it take to fully recover from something like this,treatment and outlook,llm_generated
I've heard that some people make a full recovery but is that really possible,treatment and outlook,llm_generated
Can I get treated with just pills or do I need to have an operation to fix it?,treatment and outlook,llm_generated
II'b heqrd that some people make a fulll recoverry but is that reallyy ppsssibke,treatment and outlook,typo
What are the treatments for 7q11.23 duplication syndrome ?,treatment and outlook,original
I've been feeling really down about my diagnosis and I just want to know what to expect,treatment and outlook,llm_generated
"I've got a really bad cold, what can I take to get rid of it?",treatment and outlook,llm_generated
Do you think I'll need an operation or can I just have some tablets?,treatment and outlook,llm_generated
I've been feelong reslly down about my dagnosis and I just want to know what to expect,treatment and outlook,typo
What are the treatments for Carcinoid syndrome ?,treatment and outlook,original
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
"I've been told I need to take iron tablets, how do they work?",treatment and outlook,llm_generated
Will it be a surgical procedure or can I just take some medication to manage it?,treatment and outlook,llm_generated
"I'vr been told I need to takke iron tablets, hoow do they work?",treatment and outlook,typo
What are the treatments for Hepatic ischemia ?,treatment and outlook,original
Can I expect to just be on medication or will I need to have an operation?,treatment and outlook,llm_generated
I've got a rash on my skin and I don't know what it is or how to get rid of it,treatment and outlook,llm_generated
What are the chances of making a full recovery?,treatment and outlook,llm_generated
I've got a rash on my sin and I do't knoow wht it is or how to get rid of it,treatment and outlook,typo
"What are the treatments for congenital cataracts, facial dysmorphism, and neuropathy ?",treatment and outlook,original
Is the treatment just pills or do I need to go under the knife?,treatment and outlook,llm_generated
Is it possible to make a full recovery or will I always have some symptoms,treatment and outlook,llm_generated
What are the chances of making a full recovery?,treatment and outlook,llm_generated
What are the chances of making a full recvery?,treatment and outlook,typo
What are the treatments for autosomal recessive hyper-IgE syndrome ?,treatment and outlook,original
Is it a case of just taking some pills or having a surgical procedure?,treatment and outlook,llm_generated
How will this condition affect my daily life in the long term,treatment and outlook,llm_generated
"What can I take for a sore throat, I've got a meeting at work and I don't want to lose my voice",treatment and outlook,llm_generated
Is it a case of just taking aome pills or having a surgocal procedure?,treatment and outlook,typo
What are the treatments for Febrile Seizures ?,treatment and outlook,original
"I've got a mouth ulcer and it's really painful, what can I do",treatment and outlook,llm_generated
Can the condition be managed with just medication or does it require surgery?,treatment and outlook,llm_generated
"I've been diagnosed with diabetes, what's the treatment for that?",treatment and outlook,llm_generated
"I've got a mouth ulcer and it'ss really paonful, what can I do",treatment and outlook,typo
What are the treatments for Non-Hodgkin lymphoma ?,treatment and outlook,original
How long will I need to be off work to recover,treatment and outlook,llm_generated
"I've been diagnosed with an underactive thyroid, what are my treatment options",treatment and outlook,llm_generated
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
"I've been diaagnosed witth an underactive thyroid, wgat sre myy treaatment optuons",treatment and outlook,typo
What are the treatments for Huntington disease ?,treatment and outlook,original
"What's the treatment for a slipped disc, I've been in agony for days",treatment and outlook,llm_generated
Is this going to be a permanent problem?,treatment and outlook,llm_generated
"What can I do to treat insomnia, I haven't slept in weeks",treatment and outlook,llm_generated
"What's the treatment for a skipped disc, 've been in agony for days",treatment and outlook,typo
What are the treatments for Borderline personality disorder ?,treatment and outlook,original
Will I be able to have kids if I've got this condition,treatment and outlook,llm_generated
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
What's the best cream for athlete's foot,treatment and outlook,llm_generated
Will I be able to have kids if I've got this conditiion,treatment and outlook,typo
What are the treatments for Autonomic neuropathy ?,treatment and outlook,original
Will I need to go under the knife or can I get by with just taking some pills?,treatment and outlook,llm_generated
"What's the treatment for a slipped disc, I've been in agony for days",treatment and outlook,llm_generated
How long will I need to be off work to recover,treatment and outlook,llm_generated
How long qill I need to be off work to rreciver,treatment and outlook,typo
What are the treatments for Schizotypal personality disorder ?,treatment and outlook,original
"What can I take for a headache, I've got a migraine and it won't go away",treatment and outlook,llm_generated
"What's the best way to treat a burn, I spilled coffee on my hand",treatment and outlook,llm_generated
Do you think I'll need an operation or can I just have some tablets?,treatment and outlook,llm_generated
"What'ss the best way to treat a burn, I spilled coffe on my hand",treatment and outlook,typo
What are the treatments for Reye's Syndrome ?,treatment and outlook,original
"I've been diagnosed with asthma, what's the treatment for that?",treatment and outlook,llm_generated
"I've got a fungal nail infection, how do I treat it",treatment and outlook,llm_generated
"I've got a really bad cold, what can I take to get rid of it?",treatment and outlook,llm_generated
"I've got a really bad cold, wgatt can I take to get rid of it?",treatment and outlook,typo
What are the treatments for ichthyosis with confetti ?,treatment and outlook,original
How long does it take to fully recover from something like this,treatment and outlook,llm_generated
Is it just tablets or will I need an op to sort it out?,treatment and outlook,llm_generated
"How do you treat a pulled muscle, I was playing football and I think I've done something",treatment and outlook,llm_generated
"iw ddo you treat a ulled muclw, I qas playing footnall anf I hink I've done somethung",treatment and outlook,typo
What are the treatments for Chlamydial infections - male ?,treatment and outlook,original
I'm trying to plan for the future but I don't know what's possible,treatment and outlook,llm_generated
"I've got a persistent earache, how can I treat it",treatment and outlook,llm_generated
What can I take for restless leg syndrome,treatment and outlook,llm_generated
What can I take for rredtless leg syndone,treatment and outlook,typo
What are the treatments for Substance use - amphetamines ?,treatment and outlook,original
"What can I do to treat insomnia, I haven't slept in weeks",treatment and outlook,llm_generated
"What can I do to treat eczema on my hands, it's really sore",treatment and outlook,llm_generated
"I've got a boil on my bum and it's really painful, what can I do",treatment and outlook,llm_generated
"What cann I do to treat eczema on my hands, it's really sore",treatment and outlook,typo
What are the treatments for Septic arthritis ?,treatment and outlook,original
"I've got a eye infection, what can I use to get rid of it?",treatment and outlook,llm_generated
Can it be treated with just medication or is an operation necessary?,treatment and outlook,llm_generated
"I've been told I've got a vitamin D deficiency, how do I fix it",treatment and outlook,llm_generated
Can it be treated with huust mediiation or is n operaion nrcessary?,treatment and outlook,typo
What are the treatments for adult-onset leukoencephalopathy with axonal spheroids and pigmented glia ?,treatment and outlook,original
What are the chances of my condition progressing,treatment and outlook,llm_generated
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
What are thhe chancrs of my condition progresing,treatment and outlook,typo
What are the treatments for Hypothalamic dysfunction ?,treatment and outlook,original
"How long does it take to recover from a stomach bug, is there anything I can take?",treatment and outlook,llm_generated
"I've been diagnosed with a UTI, what's the best way to get rid of it now",treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
"How long does it take to recoer from a stomah ug, is thwre anything I cann take?",treatment and outlook,typo
What are the treatments for Diabetes insipidus - central ?,treatment and outlook,original
How can I manage my asthma symptoms,treatment and outlook,llm_generated
What's the outlook for someone with a condition like mine and my age,treatment and outlook,llm_generated
Is this something I’ll just have to live with now?,treatment and outlook,llm_generated
What'ss the ouylook for someone with a condition like mine and my ag,treatment and outlook,typo
What are the treatments for Cerebral Palsy ?,treatment and outlook,original
What's the long-term outlook for someone with this condition?,treatment and outlook,llm_generated
Will this ever clear up properly or am I stuck with it?,treatment and outlook,llm_generated
"What can I take for a sore throat, I've got a meeting at work and I don't want to lose my voice",treatment and outlook,llm_generated
Will thos ever clear up properly or am I stuck wuth ot?,treatment and outlook,typo
What are the treatments for Diaphragmatic hernia ?,treatment and outlook,original
"I've been diagnosed with depression, what are my treatment options",treatment and outlook,llm_generated
What does recovery from this usually entail?,treatment and outlook,llm_generated
What's the best way to treat a broken bone,treatment and outlook,llm_generated
Wht does recoveru from this usualy entsil?,treatment and outlook,typo
What are the treatments for Cerebral Aneurysms ?,treatment and outlook,original
Is this going to be a permanent problem?,treatment and outlook,llm_generated
"Can I get treatment for anxiety, I've been feeling really overwhelmed",treatment and outlook,llm_generated
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
"I'e got a lump on my testicle, what should I do abou it",treatment and outlook,typo
What are the treatments for Separation anxiety in children ?,treatment and outlook,original
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
"I've got a sinus infection, how can I treat it",treatment and outlook,llm_generated
Does this condition ever just go away on its own eventually?,treatment and outlook,llm_generated
DDoes this condirion ever just go away on itss own eventually?,treatment and outlook,typo
What are the treatments for Xanthoma ?,treatment and outlook,original
Will the treatment involve going under anaesthetic or just taking some tablets?,treatment and outlook,llm_generated
"I've got a recurrent thrush infection, what can I do to get rid of it",treatment and outlook,llm_generated
How do I get rid of a fungal infection on my skin,treatment and outlook,llm_generated
Will the rreatment involve going unfer anaaesthetiic or just takibg som tqbletss?,treatment and outlook,typo
What are the treatments for tyrosine hydroxylase deficiency ?,treatment and outlook,original
Is this going to be a permanent problem?,treatment and outlook,llm_generated
I've been feeling really down about my diagnosis and I just want to know what to expect,treatment and outlook,llm_generated
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
"I've been puting off going to the dentist but I've got a tootache, whhat can I do",treatment and outlook,typo
What are the treatments for Leukoencephalopathy with vanishing white matter ?,treatment and outlook,original
Can I get antibiotics for a chest infection online,treatment and outlook,llm_generated
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
"What can I take for a headache, I've got a migraine and it won't go away",treatment and outlook,llm_generated
"What an I take or a heaace, I've got a migraine and it won'r go away",treatment and outlook,typo
What are the treatments for SCOT deficiency ?,treatment and outlook,original
"I've got a really bad cold, what can I take to get rid of it?",treatment and outlook,llm_generated
I just want to know if I'll be able to get back to my old self,treatment and outlook,llm_generated
"What's the best way to treat a sprain, I've twisted my ankle",treatment and outlook,llm_generated
"I've got a reakly baad cold, what can I tke tto get rid of it?",treatment and outlook,typo
What are the treatments for Essential tremor ?,treatment and outlook,original
"I've been told I've got a hernia, what are my options",treatment and outlook,llm_generated
How quickly can I expect to feel better?,treatment and outlook,llm_generated
How will my condition affect my mental health in the long term,treatment and outlook,llm_generated
How quuicky can I expect to feel better?,treatment and outlook,typo
What are the treatments for Neurosyphilis ?,treatment and outlook,original
"I've got a eye infection, what can I use to get rid of it?",treatment and outlook,llm_generated
"What's the treatment for a slipped disc, I've been in agony for days",treatment and outlook,llm_generated
"I've got a yeast infection, what's the best cream to use?",treatment and outlook,llm_generated
"qhat's the treatment for a lioped isc, I've been in aggony for dayys",treatment and outlook,typo
What are the treatments for Post-traumatic stress disorder ?,treatment and outlook,original
What’s the recovery time like for something like this?,treatment and outlook,llm_generated
Will the treatment involve going under anaesthetic or just taking some tablets?,treatment and outlook,llm_generated
How long will it take for me to start feeling like myself again,treatment and outlook,llm_generated
WWiil the rreatment involve going underr annesthetic or jst taking some tablets?,treatment and outlook,typo
What are the treatments for Non-Small Cell Lung Cancer ?,treatment and outlook,original
"I've got a cold sore and it's really painful, what can I do",treatment and outlook,llm_generated
Will I ever feel normal again after this?,treatment and outlook,llm_generated
"I've got a recurrent thrush infection, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a cold sore and it's really painful, what can I do",treatment and outlook,typo
What are the treatments for Pharyngitis - viral ?,treatment and outlook,original
Will I be able to do all the things I used to do before?,treatment and outlook,llm_generated
"I've been told I need to take medication for my thyroid, what does that mean?",treatment and outlook,llm_generated
Will this ever clear up properly or am I stuck with it?,treatment and outlook,llm_generated
Will I be able to do alll the thinggs I used to do before?,treatment and outlook,typo
What are the treatments for Cystitis - acute ?,treatment and outlook,original
Is this going to be a permanent problem?,treatment and outlook,llm_generated
Is there any hope of getting rid of this completely for good?,treatment and outlook,llm_generated
Can you tell me how to treat a minor cut,treatment and outlook,llm_generated
Is this going to be a permanent roblem?,treatment and outlook,typo
What are the treatments for spina bifida ?,treatment and outlook,original
"I've got a trapped nerve, how can I relieve the pain",treatment and outlook,llm_generated
How long until I’m back on my feet properly?,treatment and outlook,llm_generated
I'm trying to plan for the future but I don't know what to expect,treatment and outlook,llm_generated
How long untol I’m back on my feet prooprly?,treatment and outlook,typo
What are the treatments for Heart Attack ?,treatment and outlook,original
"I've got a mole that's changed shape, what should I do about it?",treatment and outlook,llm_generated
How long will I need to be off work to recover,treatment and outlook,llm_generated
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
Hiw long will I nneed to be off woork tto rwcooer,treatment and outlook,typo
What are the treatments for Urinary Incontinence in Men ?,treatment and outlook,original
"I've been told I've got a cyst on my ovary, what are my options",treatment and outlook,llm_generated
Is there actually a cure for this?,treatment and outlook,llm_generated
Will I be able to have kids if I've got this condition,treatment and outlook,llm_generated
"I've bren told I've got a cyst on my ovary, what are my option",treatment and outlook,typo
What are the treatments for Fitz-Hugh-Curtis syndrome ?,treatment and outlook,original
"I've got a mouth ulcer and it's really painful, what can I do",treatment and outlook,llm_generated
Is this something I’ll just have to live with now?,treatment and outlook,llm_generated
"How do you treat eczema, my daughter's got a flare up",treatment and outlook,llm_generated
"I've got a mouth ulccerr and it's really painful, hat can I do",treatment and outlook,typo
What are the treatments for Generalized Gangliosidoses ?,treatment and outlook,original
Am I going to be okay in the long run?,treatment and outlook,llm_generated
Can you tell me if my condition will affect my life expectancy,treatment and outlook,llm_generated
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
"Is there anytjing I cqn do tto get rid of thiss cough, iy's been oing om for weeks",treatment and outlook,typo
What are the treatments for Wernicke-Korsakoff Syndrome ?,treatment and outlook,original
"I've had a bad cough for weeks, what can I do to get rid of it",treatment and outlook,llm_generated
"I've got a cold sore, what's the best way to get rid of it?",treatment and outlook,llm_generated
What's the expected timeline for my recovery?,treatment and outlook,llm_generated
"I've got  cold sore, wht's the best way to get id of it?",treatment and outlook,typo
What are the treatments for Gorham's disease ?,treatment and outlook,original
I just want to know if there's hope for a full recovery,treatment and outlook,llm_generated
"Can I get treatment for depression, I've been feeling really low lately",treatment and outlook,llm_generated
Is the treatment for this just medication or does it involve surgery as well?,treatment and outlook,llm_generated
"Can I get treatment for depression, 've een feelng reklly lpww lattely",treatment and outlook,typo
What are the treatments for autosomal dominant nocturnal frontal lobe epilepsy ?,treatment and outlook,original
"How do you treat a viral infection, I've got a virus and I don't know what to do",treatment and outlook,llm_generated
What's the best way to get rid of a stomach bug,treatment and outlook,llm_generated
I'm worried that my condition will affect my relationships,treatment and outlook,llm_generated
I' worried that my condition wwill affect my relatonships,treatment and outlook,typo
What are the treatments for Shingles ?,treatment and outlook,original
"Is it an either or situation, surgery or just medication?",treatment and outlook,llm_generated
Is it a choice between medication and surgery or is one more likely than the other?,treatment and outlook,llm_generated
Will I get better?,treatment and outlook,llm_generated
"Is t an eter or aituaation, surgery or just medication?",treatment and outlook,typo
What are the treatments for Adult Acute Myeloid Leukemia ?,treatment and outlook,original
How will this impact my daily life in the long-term?,treatment and outlook,llm_generated
Can I get treated with just pills or do I need to have an operation to fix it?,treatment and outlook,llm_generated
Do I need to have an operation to sort it out or can I just take some pills?,treatment and outlook,llm_generated
Do I need to hve an operqtion to aort it out or caan I just takee some pills?,treatment and outlook,typo
What are the treatments for SOST-related sclerosing bone dysplasia ?,treatment and outlook,original
Will I be able to manage with just medication or is surgery on the cards?,treatment and outlook,llm_generated
Is there a risk of this condition recurring later?,treatment and outlook,llm_generated
Will I ever feel normal again after this?,treatment and outlook,llm_generated
Will u rver feel normmal again qfter thia?,treatment and outlook,typo
What are the treatments for Breast Cancer ?,treatment and outlook,original
"Is there anything I can do to get rid of this cough, it's been going on for weeks",treatment and outlook,llm_generated
How do I get rid of these migraines for good,treatment and outlook,llm_generated
Is there any hope of getting rid of this completely for good?,treatment and outlook,llm_generated
"IIss there anything I can do to get rid of this cough, it's been going on for week",treatment and outlook,typo
What are the treatments for Pediatric sleep apnea ?,treatment and outlook,original
"I've got a UTI, what can I take to get rid of the infection?",treatment and outlook,llm_generated
How long does the healing process generally take?,treatment and outlook,llm_generated
What are my options for treating high blood pressure,treatment and outlook,llm_generated
"I've got a UTI, ehat can  take to get rid of the infecion?",treatment and outlook,typo
What are the treatments for Robinow syndrome ?,treatment and outlook,original
How long does it take to fully recover from something like this,treatment and outlook,llm_generated
"I've been diagnosed with sciatica, what are my treatment options",treatment and outlook,llm_generated
Can you tell me if my condition will affect my life expectancy,treatment and outlook,llm_generated
Can yoy tell me if y vondition will afgect my life expectancy,treatment and outlook,typo
What are the treatments for Spastic diplegia cerebral palsy ?,treatment and outlook,original
What's the outlook for someone with a condition like mine and my age,treatment and outlook,llm_generated
Is the treatment just pills or do I need to go under the knife?,treatment and outlook,llm_generated
Is it likely to be an operation or can I just have some medication prescribed?,treatment and outlook,llm_generated
What's the outlook for someone wuth a connditiin likke mine and my age,treatment and outlook,typo
What are the treatments for Parasites - American Trypanosomiasis (also known as Chagas Disease) ?,treatment and outlook,original
What's the outlook for someone with a condition like mine,treatment and outlook,llm_generated
Do I need to have surgery or can I just take some medication?,treatment and outlook,llm_generated
Do you reckon I'll need surgery or can I just take some medication and be done with it?,treatment and outlook,llm_generated
Do you recckon I'll need surgery or can I just take some medication and be done woth it?,treatment and outlook,typo
What are the treatments for Infant botulism ?,treatment and outlook,original
"I've been told I've got high blood pressure, what treatment do I need?",treatment and outlook,llm_generated
"Can you get rid of cysts, I've got one on my face and it's really embarrassing",treatment and outlook,llm_generated
"I've got a painful bump on my head, what can I do to get rid of it",treatment and outlook,llm_generated
"I've been told I've got high blood prrssurr, what treatment do u need?",treatment and outlook,typo
